name,date of birth,country of citizenship,sex or gender,AGORHA person/institution ID,Academic Tree ID,Australian Dictionary of Biography ID,BAV ID,BHL creator ID,BIBSYS ID,BNA authority ID,BNE ID,BVMC person ID,Babelio author ID,Bait La Zemer Ha-Ivri artist ID,Biografisch Portaal number,BnF ID,British Museum person-institution,C-SPAN person ID,CANTIC-ID,CERL ID,CONOR ID,CRIStin ID,CTHS person ID,Cambridge Alumni Database ID,Catalogus Professorum Academiae Rheno-Traiectinae ID,Catalogus Professorum Lipsiensis ID,Catalogus Professorum Rostochiensium ID,CiNii author ID,Commons Creator page,Commons category,Commons gallery,Cultureel Woordenboek identifier,DAAO ID,DBLP ID,DBNL author ID,Dialnet author ID,Dictionary of New Zealand Biography,Dictionary of Swedish National Biography,Dictionary of Welsh Biography ID,Discogs artist ID,Dizionario Biografico degli Italiani,EGAXA ID,EMLO person ID,ESPNcricinfo.com player ID,Electronic Enlightenment ID,Enciclopedia Treccani ID,Encyclopedia of Australian Science ID,Encyclopædia Britannica Online ID,Erdős number,FAST ID,Facebook profile ID,Fellow of the Royal Society ID,Filmportal ID,Find a Grave grave ID,Freebase ID,GND ID,GTAA ID,Geni.com profile ID,Goodreads author ID,Google Scholar author ID,Gran Enciclopèdia Catalana ID,Great Russian Encyclopedia Online ID,HDS ID,Hansard (1803–2005) ID,History of Modern Biomedicine ID,History of Parliament ID,IMDb ID,IPA transcription,IPNI author ID,ISNI,InPhO ID,Italian Chamber of Deputies dati ID,Jewish Encyclopedia ID (Russian),KNAW past member ID,KVAB member ID,Kindred Britain ID,LAC ID,LNB ID,Legacies of British Slave-ownership person ID,Leidse Hoogleraren ID,Leopoldina member ID,Les Archives du Spectacle ID,Library of Congress authority ID,LibriVox author ID,Loop ID,Léonore ID,MacTutor id (biographies),Marburger Professorenkatalog ID,MathWorld identifier,Mathematics Genealogy Project ID,Munk's Roll ID,Munzinger IBA,MusicBrainz artist ID,Musée d'Orsay artist ID,NDL Auth ID,NE.se ID,NKCR AUT ID,NLA (Australia) ID,NLP ID,NLR (Romania) ID,NNDB people ID,NSK ID,NSZL ID,NUKAT (WarsawU) authorities,National Academy of Medicine (France) MemberID,National Inventors Hall of Fame ID,National Library of Greece ID,National Library of Ireland authority,National Library of Israel ID,National Portrait Gallery (London) person ID,National Thesaurus for Author Names ID,Nobel Prize People Nomination ID,Nobel prize ID,ODIS ID,ORCID iD,Open Library ID,OpenPlaques subject ID,Oxford Biography Index Number,PTBNP ID,Parlement & Politiek ID,People Australia ID,Perlentaucher ID,Persée author ID,Photographers' Identities Catalog ID,Plarr ID,Polish scientist ID,Project Gutenberg author ID,Quora topic ID,RERO ID,RKDartists ID,RSL ID (person),RePEc Short-ID,ResearcherID,Rodovid ID,SBN ID,SELIBR,SHARE Catalogue author ID,SNAC ID,SSRN author ID,SUDOC authorities,Sandrart.net person ID,Saxon Academy of Sciences member ID,Scopus Author ID,Shakeosphere person ID,Six Degrees of Francis Bacon ID,Social Networks and Archival Context ID,Spenserians person ID,Sports-Reference.com Olympic athlete ID,Stanford Encyclopedia of Philosophy ID,Stuttgart Database of Scientific Illustrators ID,Swiss Federal Archives ID,Sächsische Biografie,TED speaker ID,Te Papa artist ID,Teuchos ID,Treccani ID,Twitter username,UK National Archives ID,ULAN ID,University of Barcelona authority ID,VIAF ID,Vimeo username,WeRelate person ID,Who's Who in France biography ID,WikiTree ID,WomenWriters ID,World Bridge Federation ID,YouTube channel ID,academic degree,affiliation,allegiance,archives at,audio recording of the subject's spoken voice,author citation (zoology),award received,birth name,botanist author abbreviation,cause of death,child,commemorative plaque image,conflict,contributed to published work,date of death,described at URL,described by source,doctoral advisor,doctoral student,educated at,electoral district,employer,ethnic group,family name,father,feed URL,field of work,genealogics.org person ID,given name,image,image of grave,influenced by,instance of,"languages spoken, written or signed",links,list of works,manner of death,medical condition,member of,member of political party,member of sports team,military branch,mother,name in kana,name in native language,native language,noble title,nominated for,notable work,occupation,official website,openMLOL author ID,parliament.uk ID,part of,participant of,place of birth,place of death,place of detention,place of interment,place of origin (Switzerland),position held,religion,residence,sibling,signature,significant event,sport,spouse,student,student of,student register of the University of Helsinki ID (1853–1899),taxon range map image,topic's main category,warheroes.ru ID,work location,zbMATH author ID
"Kurnow, Ernest",[21 October 1912Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[7 April 2014],NA,NA,NA,NA,"[City College of New York, New York University]",NA,[New York University],NA,NA,NA,NA,NA,NA,[Ernest],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q16079059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[centenarian],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardin, Garrett",[21 April 1915Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12908654h],NA,NA,[a11096159],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1443262],NA,NA,NA,NA,[/m/06g06k],[119151189],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 1479 7637],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n80014824],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[00442438],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[000060009],NA,[072649380],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Garrett-Hardin-1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[121150917],NA,NA,NA,NA,NA,[w66m5c5k],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[108456678],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[14 September 2003],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Garrett],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q592132,NA,[suicide],NA,[American Academy of Arts and Sciences],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[ecologist, statistician, demographer, university teacher]",NA,NA,NA,NA,NA,[Dallas],[Santa Barbara],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lilliefors, Hubert",[1928],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[/m/0416r9b],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13295],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[23 February 2008],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[mathematical statistics],NA,[Hubert],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q2603436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, mathematician]",NA,NA,NA,NA,NA,NA,[Bethesda],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stein, Charles",[22 March 1920Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[122992591, 123776927]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[3±0],NA,NA,NA,NA,NA,NA,[140458433],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 2772 2020],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[n85157267, n88624914]",NA,NA,NA,NA,NA,NA,[13645],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[032822014],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[72970041],NA,NA,NA,NA,NA,NA,NA,[doctoral degree],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[24 November 2016],NA,NA,[Abraham Wald],NA,[Columbia University],NA,NA,NA,[Stein],NA,NA,NA,NA,[Charles],NA,NA,[Abraham Wald],[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1066129,NA,NA,NA,[National Academy of Sciences],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, university teacher]",NA,NA,NA,NA,NA,[New York City],[Fremont],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[stein.charles-m]
"Ihaka, Ross",[1954],NA,[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 2998 3515],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n90658637],NA,NA,NA,NA,NA,NA,[34433],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[77939713],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[University of California, Berkeley]",NA,NA,NA,NA,NA,NA,NA,NA,[Ross],[Ross Ihaka (5189180796).jpg],NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q7369420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wegman, Edward",[1948],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[University of Iowa, Saint Louis University]",NA,"[George Mason University, University of North Carolina at Chapel Hill]",NA,NA,NA,NA,NA,NA,[Edward],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5345831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cordeiro, Gauss Moutinho",[17 April 1952],[Brazil],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[105410],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[David Cox],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Foto Gauss 2014.jpg],NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q4845722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, writer]",NA,NA,NA,NA,NA,[Recife],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lindley, Dennis V.",[25 July 1923Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12373873j],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[1458383],NA,NA,NA,NA,NA,[119202522],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0921 1494],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n83160588],NA,NA,NA,NA,NA,NA,[81763],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[069505489],NA,NA,NA,NA,NA,NA,[101107813],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[032774842],NA,NA,NA,NA,NA,[w6028xcn],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[85171999],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[14 December 2013],NA,NA,[George Alfred Barnard],NA,[Trinity College],NA,[University College London],NA,NA,NA,NA,NA,NA,[Dennis],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q5258653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[statistician],NA,NA,NA,NA,NA,[Surbiton],[Somerset],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hogben, Lancelot",[9 December 1895Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,[XX971916],NA,NA,NA,NA,[12427929f],NA,NA,[a1010088x],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[biography/Lancelot-Thomas-Hogben],NA,[1434865],NA,NA,NA,NA,[/m/08r0gf],[121363430],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0921 1304],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n50042258],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[00443574],[lancelot-hogben],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[000064245],[mp68696],[068258666],[4260],NA,NA,NA,[OL17366A],NA,[101031244],NA,NA,[1151928],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[033411018],NA,NA,NA,NA,NA,[w67m0p5q],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[85167517],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Fellow of the Royal Society],NA,NA,NA,NA,NA,NA,NA,[22 August 1975],NA,NA,NA,NA,[Trinity College],NA,"[London School of Economics, University of Cape Town]",NA,NA,NA,NA,NA,NA,[Lancelot],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q562117,NA,NA,NA,[Royal Society],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, geneticist, statistician]",NA,NA,NA,NA,NA,[Portsmouth],[Wrexham],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Enid Charles],NA,NA,NA,NA,NA,NA,NA,[hogben.lancelot]
"Hoeffding, Wassily",[12 June 1914Gregorian],[United States of America],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13482133n],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[108461],NA,NA,NA,NA,[/m/07m8t_],[119539799],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0001 0815 6307],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n83016458],NA,NA,NA,[Hoeffding],NA,NA,[20681],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[41755],NA,NA,[035456027],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[94340938],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[28 February 1991],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[probability theory],NA,[Wassily],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q323204,NA,NA,NA,[American Academy of Arts and Sciences],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[mathematician, statistician, university teacher]",NA,NA,NA,NA,NA,[Finland],[Chapel Hill],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[hoffding.wassily]
"Jenkins, Gwilym",[12 August 1932],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[12248932n],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[50580],NA,NA,NA,NA,NA,[131749374],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[0000 0000 8120 4056],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n80021183],NA,NA,NA,NA,NA,NA,[42256],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[OL3696965A],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13805],NA,NA,[031234380],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[41895701],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[lymphoma],NA,NA,NA,NA,[10 July 1982],NA,NA,NA,NA,"[University College London, Doctor of Philosophy, mathematics, Florence Nightingale David, Norman Lloyd Johnson]",NA,[University of Lancaster],NA,[Jenkins],NA,NA,NA,NA,[Gwilym],NA,NA,NA,[human],NA,https://www.wikidata.org/wiki/Special:EntityPage/Q1130154,NA,[natural causes],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[statistician, engineer, university teacher]",NA,NA,NA,NA,NA,[Gowerton],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Hilton",[20 March 1879Gregorian],[United Kingdom],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[YN897EH],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[13348601X],NA,NA,NA,NA,NA,NA,NA,[mr-edward-young],NA,NA,NA,NA,NA,[0000 0001 0980 9867],NA,NA,NA,NA,NA,[I25979],NA,NA,NA,NA,NA,NA,[n89650662],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[vtls000404919, vtls000528423]",NA,[mp02513],NA,NA,NA,NA,NA,NA,NA,[101037071],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[106905058],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[65197563],NA,NA,NA,[Young-16868],NA,NA,NA,NA,NA,NA,NA,NA,NA,"[Knight Grand Cross of the Order of the British Empire, Distinguished Service Order]",NA,NA,NA,NA,NA,[World War I],NA,[11 July 1960],NA,NA,NA,NA,NA,NA,NA,NA,[Young],NA,NA,NA,NA,[Hilton],NA,NA,NA,[human],[English],https://www.wikidata.org/wiki/Special:EntityPage/Q9292296,NA,NA,NA,"[30th United Kingdom Parliament, 31st United Kingdom Parliament, 32nd United Kingdom Parliament, 34th United Kingdom Parliament, 35th United Kingdom Parliament, 36th United Kingdom Parliament]","[Conservative Party, Liberal Party]",NA,[Royal Navy],NA,NA,"[Hilton Young, 1st Baron Kennet (English)]",NA,NA,NA,NA,[statistician],NA,[37561],NA,NA,NA,[London],NA,NA,NA,NA,"[Member of Parliament in the United Kingdom, Member of the Privy Council of the United Kingdom]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[London],NA
"Bienaymé, Irénée-Jules",[28 August 1796Gregorian],[France],[male],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[11993920j],NA,NA,NA,[cnp00544063],NA,NA,[108188],NA,NA,NA,NA,NA,NA,[Irénée-Jules Bienaymé],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[252720],NA,NA,NA,NA,[/m/03qntfm],[118510746],NA,NA,NA,NA,NA,[1892744],NA,NA,NA,NA,NA,NA,NA,[0000 0000 3104 5704],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[n88256704],NA,NA,NA,[Bienayme],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[072233648],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[37707567],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[19 October 1878Gregorian],NA,NA,NA,NA,"[École Polytechnique, Lycée Louis-le-Grand]",NA,[Inspection générale des finances],NA,NA,NA,NA,[statistics],NA,NA,[Irénée-Jules Bienaymé.jpeg],NA,NA,[human],[French],https://www.wikidata.org/wiki/Special:EntityPage/Q738295,NA,NA,NA,"[French Academy of Sciences, Russian Academy of Sciences, Russian Academy of Sciences]",NA,NA,NA,NA,NA,[Irénée-Jules Bienaymé (French)],NA,NA,NA,NA,"[statistician, university teacher, mathematician]",NA,NA,NA,NA,NA,[Paris],[Paris],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
